concept_code,target_concept_code,n_code_target
31346-past12mo_tech-6,31350-healthdevice_type-6,0
31346-past12mo_tech-6,31350-healthdevice_type-5,0
31346-past12mo_tech-6,31350-healthdevice_type-4,0
31346-past12mo_tech-6,31350-healthdevice_type-3,0
31346-past12mo_tech-6,31350-healthdevice_type-1,0
31346-past12mo_tech-6,31346-past12mo_tech-999,0
30166-Prev_exposure-2,30153-Symptoms-999,0
30166-Prev_exposure-1,31393-join_why-8,0
31346-past12mo_tech-6,31393-join_why-999,0
31346-past12mo_tech-6,31393-join_why-8,0
31346-past12mo_tech-6,31386-covid_results-4,0
30166-Prev_exposure-1,32589-Symptoms_Ill_2,0
30166-Prev_exposure-1,32609-Symptoms_Ill_22,0
30166-Prev_exposure-1,32607-Symptoms_Ill_20,0
30166-Prev_exposure-2,30103-conditionsrisks-10,0
30166-Prev_exposure-1,32618-Symptoms_Ill_999,0
30166-Prev_exposure-2,30103-conditionsrisks-7,0
30166-Prev_exposure-2,30103-conditionsrisks-6,0
30166-Prev_exposure-2,30103-conditionsrisks-23,0
30166-Prev_exposure-2,30141-covid_tst_symptoms-30,0
30166-Prev_exposure-2,30150-flu_tst_symptoms-5,0
30166-Prev_exposure-2,30150-flu_tst_symptoms-30,0
30166-Prev_exposure-2,30150-flu_tst_symptoms-23,0
30160-Symptom_Inflamm-999,target_athome_positive,0
31346-past12mo_tech-6,32589-Symptoms_Ill_2,0
31346-past12mo_tech-6,32588-Symptoms_Ill_1,0
31346-past12mo_tech-6,31405-skipped_why-3,0
31346-past12mo_tech-6,31405-skipped_why-2,0
31346-past12mo_tech-6,31396-join_hear-999,0
31346-past12mo_tech-6,31396-join_hear-5,0
30166-Prev_exposure-1,30141-covid_tst_symptoms-31,0
30166-Prev_exposure-1,30141-covid_tst_symptoms-19,0
30166-Prev_exposure-1,30141-covid_tst_symptoms-998,0
30166-Prev_exposure-1,30166-Prev_exposure-2,0
30166-Prev_exposure-1,30166-Prev_exposure-999,0
30166-Prev_exposure-1,30166-Prev_exposure-3,0
30166-Prev_exposure-1,30183-states_specify-999,0
30166-Prev_exposure-1,30183-states_specify-38,0
30166-Prev_exposure-1,31386-covid_results-4,0
30160-Symptom_Inflamm-999,bin_30119-Concentrating,0
30160-Symptom_Inflamm-999,bin_30118-Blind,0
30160-Symptom_Inflamm-999,bin_30117-Deaf,0
30160-Symptom_Inflamm-999,bin_30106-currently_pregnant,0
30160-Symptom_Inflamm-999,32618-Symptoms_Ill_999,0
30160-Symptom_Inflamm-999,32617-Symptoms_Ill_30,0
30160-Symptom_Inflamm-999,32616-Symptoms_Ill_29,0
30160-Symptom_Inflamm-999,32615-Symptoms_Ill_28,0
30160-Symptom_Inflamm-999,32614-Symptoms_Ill_27,0
30160-Symptom_Inflamm-999,32613-Symptoms_Ill_26,0
30160-Symptom_Inflamm-999,32612-Symptoms_Ill_25,0
31346-past12mo_tech-6,32607-Symptoms_Ill_20,0
31346-past12mo_tech-6,32606-Symptoms_Ill_19,0
31346-past12mo_tech-6,32605-Symptoms_Ill_18,0
31346-past12mo_tech-6,32595-Symptoms_Ill_8,0
30160-Symptom_Inflamm-999,target_pcr_positive,0
30160-Symptom_Inflamm-999,32600-Symptoms_Ill_13,0
30160-Symptom_Inflamm-999,32599-Symptoms_Ill_12,0
30160-Symptom_Inflamm-999,32598-Symptoms_Ill_11,0
30160-Symptom_Inflamm-999,32597-Symptoms_Ill_10,0
30160-Symptom_Inflamm-999,32596-Symptoms_Ill_9,0
31346-past12mo_tech-6,bin_30118-Blind,0
31346-past12mo_tech-6,bin_30106-currently_pregnant,0
31346-past12mo_tech-6,32618-Symptoms_Ill_999,0
31346-past12mo_tech-6,32617-Symptoms_Ill_30,0
31346-past12mo_tech-6,32614-Symptoms_Ill_27,0
31346-past12mo_tech-6,32611-Symptoms_Ill_24,0
31346-past12mo_tech-6,32609-Symptoms_Ill_22,0
30160-Symptom_Inflamm-999,bin_30123-ColorBlind,0
30160-Symptom_Inflamm-999,bin_30122-Errands,0
30160-Symptom_Inflamm-999,bin_30121-Dressing,0
30160-Symptom_Inflamm-999,bin_30120-Walking,0
30160-Symptom_Inflamm-999,31396-join_hear-999,0
30160-Symptom_Inflamm-999,31396-join_hear-7,0
31346-past12mo_tech-6,bin_30123-ColorBlind,0
31346-past12mo_tech-6,bin_30122-Errands,0
31346-past12mo_tech-6,bin_30121-Dressing,0
30160-Symptom_Inflamm-999,32611-Symptoms_Ill_24,0
30160-Symptom_Inflamm-999,32610-Symptoms_Ill_23,0
30160-Symptom_Inflamm-999,32609-Symptoms_Ill_22,0
30160-Symptom_Inflamm-999,32608-Symptoms_Ill_21,0
30160-Symptom_Inflamm-999,32607-Symptoms_Ill_20,0
30160-Symptom_Inflamm-999,32606-Symptoms_Ill_19,0
30160-Symptom_Inflamm-999,32605-Symptoms_Ill_18,0
30160-Symptom_Inflamm-999,32604-Symptoms_Ill_17,0
30160-Symptom_Inflamm-999,32603-Symptoms_Ill_16,0
30160-Symptom_Inflamm-999,32602-Symptoms_Ill_15,0
30160-Symptom_Inflamm-999,32601-Symptoms_Ill_14,0
30160-Symptom_Inflamm-999,31393-join_why-7,0
30160-Symptom_Inflamm-999,31393-join_why-3,0
30160-Symptom_Inflamm-999,31393-join_why-1,0
30160-Symptom_Inflamm-999,31386-covid_results-999,0
31346-past12mo_tech-998,30141-covid_tst_symptoms-1,0
31346-past12mo_tech-998,30103-conditionsrisks-6,0
30160-Symptom_Inflamm-999,32595-Symptoms_Ill_8,0
30160-Symptom_Inflamm-999,32594-Symptoms_Ill_7,0
30160-Symptom_Inflamm-999,32593-Symptoms_Ill_6,0
30160-Symptom_Inflamm-999,32592-Symptoms_Ill_5,0
30160-Symptom_Inflamm-999,32591-Symptoms_Ill_4,0
30160-Symptom_Inflamm-999,32590-Symptoms_Ill_3,0
30160-Symptom_Inflamm-999,32589-Symptoms_Ill_2,0
30160-Symptom_Inflamm-999,32588-Symptoms_Ill_1,0
30160-Symptom_Inflamm-999,31405-skipped_why-3,0
30160-Symptom_Inflamm-999,31405-skipped_why-1,0
30160-Symptom_Inflamm-999,31350-healthdevice_type-999,0
30160-Symptom_Inflamm-999,31350-healthdevice_type-6,0
30160-Symptom_Inflamm-999,31350-healthdevice_type-5,0
30160-Symptom_Inflamm-999,31350-healthdevice_type-4,0
30160-Symptom_Inflamm-999,31350-healthdevice_type-3,0
31346-past12mo_tech-998,30141-covid_tst_symptoms-29,0
31346-past12mo_tech-998,30141-covid_tst_symptoms-28,0
31346-past12mo_tech-998,30141-covid_tst_symptoms-26,0
31346-past12mo_tech-998,30141-covid_tst_symptoms-19,0
31346-past12mo_tech-998,30141-covid_tst_symptoms-18,0
30160-Symptom_Inflamm-999,31396-join_hear-5,0
30160-Symptom_Inflamm-999,31396-join_hear-4,0
30160-Symptom_Inflamm-999,31396-join_hear-3,0
30160-Symptom_Inflamm-999,31396-join_hear-1,0
30160-Symptom_Inflamm-999,31393-join_why-9,0
30160-Symptom_Inflamm-999,31393-join_why-8,0
30160-Symptom_Inflamm-999,31346-past12mo_tech-5,0
30160-Symptom_Inflamm-999,31346-past12mo_tech-4,0
30160-Symptom_Inflamm-999,31344-devices_own-999,0
31346-past12mo_tech-998,30150-flu_tst_symptoms-12,0
31346-past12mo_tech-998,30150-flu_tst_symptoms-1,0
31346-past12mo_tech-998,30141-covid_tst_symptoms-998,0
31346-past12mo_tech-998,30141-covid_tst_symptoms-9,0
31346-past12mo_tech-998,30141-covid_tst_symptoms-4,0
31346-past12mo_tech-998,30141-covid_tst_symptoms-31,0
30160-Symptom_Inflamm-999,31386-covid_results-5,0
30160-Symptom_Inflamm-999,31386-covid_results-4,0
30160-Symptom_Inflamm-999,31386-covid_results-3,0
30160-Symptom_Inflamm-999,31356-past12_recommended-4,0
30160-Symptom_Inflamm-999,31356-past12_recommended-3,0
30160-Symptom_Inflamm-999,31356-past12_recommended-2,0
30160-Symptom_Inflamm-999,31356-past12_recommended-1,0
30160-Symptom_Inflamm-999,30183-states_specify-38,0
30160-Symptom_Inflamm-999,30183-states_specify-34,0
30160-Symptom_Inflamm-999,30183-states_specify-33,0
30160-Symptom_Inflamm-999,30183-states_specify-3,0
30160-Symptom_Inflamm-999,30183-states_specify-28,0
30160-Symptom_Inflamm-999,30183-states_specify-27,0
31346-past12mo_tech-998,30150-flu_tst_symptoms-9,0
31346-past12mo_tech-998,30150-flu_tst_symptoms-7,0
31346-past12mo_tech-998,30150-flu_tst_symptoms-5,0
31346-past12mo_tech-998,30150-flu_tst_symptoms-16,0
31346-past12mo_tech-998,30150-flu_tst_symptoms-15,0
31346-past12mo_tech-998,30150-flu_tst_symptoms-13,0
30160-Symptom_Inflamm-999,31350-healthdevice_type-2,0
30160-Symptom_Inflamm-999,31350-healthdevice_type-1,0
30160-Symptom_Inflamm-999,31346-past12mo_tech-998,0
30160-Symptom_Inflamm-999,31346-past12mo_tech-6,0
30160-Symptom_Inflamm-999,30183-states_specify-10,0
30160-Symptom_Inflamm-999,30166-Prev_exposure-3,0
30160-Symptom_Inflamm-999,30166-Prev_exposure-2,0
30160-Symptom_Inflamm-999,30160-Symptom_Inflamm-5,0
30160-Symptom_Inflamm-999,30160-Symptom_Inflamm-4,0
30160-Symptom_Inflamm-999,30160-Symptom_Inflamm-3,0
31346-past12mo_tech-998,30154-Symptoms_Resp-999,0
30160-Symptom_Inflamm-999,30183-states_specify-999,0
30160-Symptom_Inflamm-999,30183-states_specify-9,0
30160-Symptom_Inflamm-999,30183-states_specify-6,0
30160-Symptom_Inflamm-999,30183-states_specify-52,0
30160-Symptom_Inflamm-999,30183-states_specify-50,0
30160-Symptom_Inflamm-999,30183-states_specify-45,0
30160-Symptom_Inflamm-999,30183-states_specify-41,0
30160-Symptom_Inflamm-999,30183-states_specify-40,0
30160-Symptom_Inflamm-999,30183-states_specify-39,0
31346-past12mo_tech-998,30183-states_specify-20,0
31346-past12mo_tech-998,30183-states_specify-14,0
31346-past12mo_tech-998,30166-Prev_exposure-999,0
31346-past12mo_tech-998,30166-Prev_exposure-3,0
31346-past12mo_tech-998,30160-Symptom_Inflamm-999,0
31346-past12mo_tech-998,30160-Symptom_Inflamm-3,0
31346-past12mo_tech-998,30158-Symtpom_Neuro-999,0
31346-past12mo_tech-998,30158-Symtpom_Neuro-6,0
30160-Symptom_Inflamm-999,30183-states_specify-25,0
30160-Symptom_Inflamm-999,30183-states_specify-24,0
30160-Symptom_Inflamm-999,30183-states_specify-23,0
30160-Symptom_Inflamm-999,30183-states_specify-21,0
30160-Symptom_Inflamm-999,30183-states_specify-20,0
30160-Symptom_Inflamm-999,30183-states_specify-19,0
30160-Symptom_Inflamm-999,30183-states_specify-14,0
30160-Symptom_Inflamm-999,30183-states_specify-11,0
30160-Symptom_Inflamm-999,30158-Symtpom_Neuro-9,0
30160-Symptom_Inflamm-999,30158-Symtpom_Neuro-8,0
30160-Symptom_Inflamm-999,30158-Symtpom_Neuro-7,0
30160-Symptom_Inflamm-999,30158-Symtpom_Neuro-6,0
30160-Symptom_Inflamm-999,30158-Symtpom_Neuro-5,0
30160-Symptom_Inflamm-999,30158-Symtpom_Neuro-4,0
30160-Symptom_Inflamm-999,30158-Symtpom_Neuro-3,0
30160-Symptom_Inflamm-999,30158-Symtpom_Neuro-2,0
30160-Symptom_Inflamm-999,30158-Symtpom_Neuro-1,0
30160-Symptom_Inflamm-999,30156-Symptom_GI-5,0
30160-Symptom_Inflamm-999,30156-Symptom_GI-4,0
30160-Symptom_Inflamm-999,30156-Symptom_GI-3,0
31346-past12mo_tech-998,30183-states_specify-27,0
31346-past12mo_tech-998,30183-states_specify-25,0
31346-past12mo_tech-998,30183-states_specify-24,0
31346-past12mo_tech-998,30183-states_specify-23,0
31346-past12mo_tech-998,31350-healthdevice_type-1,0
31346-past12mo_tech-998,31346-past12mo_tech-999,0
31346-past12mo_tech-998,31346-past12mo_tech-6,0
31346-past12mo_tech-998,31346-past12mo_tech-5,0
31346-past12mo_tech-998,31346-past12mo_tech-4,0
31346-past12mo_tech-998,31346-past12mo_tech-3,0
31346-past12mo_tech-998,31346-past12mo_tech-2,0
31346-past12mo_tech-998,31346-past12mo_tech-1,0
31346-past12mo_tech-998,30183-states_specify-999,0
31346-past12mo_tech-998,30183-states_specify-45,0
31346-past12mo_tech-998,30183-states_specify-41,0
31346-past12mo_tech-998,30183-states_specify-40,0
31346-past12mo_tech-998,30183-states_specify-38,0
31346-past12mo_tech-998,30183-states_specify-3,0
30160-Symptom_Inflamm-999,30160-Symptom_Inflamm-2,0
30160-Symptom_Inflamm-999,30160-Symptom_Inflamm-1,0
30160-Symptom_Inflamm-999,30156-Symptom_GI-1,0
30160-Symptom_Inflamm-999,30154-Symptoms_Resp-7,0
30160-Symptom_Inflamm-999,30154-Symptoms_Resp-6,0
30160-Symptom_Inflamm-999,30154-Symptoms_Resp-5,0
30160-Symptom_Inflamm-999,30154-Symptoms_Resp-4,0
30160-Symptom_Inflamm-999,30154-Symptoms_Resp-3,0
30160-Symptom_Inflamm-999,30154-Symptoms_Resp-21,0
30160-Symptom_Inflamm-999,30154-Symptoms_Resp-2,0
30160-Symptom_Inflamm-999,30154-Symptoms_Resp-1,0
30160-Symptom_Inflamm-999,30153-Symptoms-6,0
30160-Symptom_Inflamm-999,30153-Symptoms-5,0
30160-Symptom_Inflamm-999,30153-Symptoms-4,0
30160-Symptom_Inflamm-999,30153-Symptoms-3,0
31346-past12mo_tech-998,31350-healthdevice_type-4,0
31346-past12mo_tech-998,31350-healthdevice_type-3,0
31346-past12mo_tech-998,31350-healthdevice_type-2,0
30160-Symptom_Inflamm-999,30150-flu_tst_symptoms-5,0
30160-Symptom_Inflamm-999,30150-flu_tst_symptoms-30,0
30160-Symptom_Inflamm-999,30150-flu_tst_symptoms-3,0
30160-Symptom_Inflamm-999,30150-flu_tst_symptoms-23,0
30160-Symptom_Inflamm-999,30150-flu_tst_symptoms-21,0
30160-Symptom_Inflamm-999,30150-flu_tst_symptoms-16,0
30160-Symptom_Inflamm-999,30150-flu_tst_symptoms-15,0
30160-Symptom_Inflamm-999,30150-flu_tst_symptoms-13,0
30160-Symptom_Inflamm-999,30150-flu_tst_symptoms-12,0
30160-Symptom_Inflamm-999,30150-flu_tst_symptoms-10,0
31346-past12mo_tech-998,31386-covid_results-4,0
31346-past12mo_tech-998,31386-covid_results-3,0
31346-past12mo_tech-998,31350-healthdevice_type-999,0
31346-past12mo_tech-998,31350-healthdevice_type-6,0
31346-past12mo_tech-998,31350-healthdevice_type-5,0
30160-Symptom_Inflamm-999,30156-Symptom_GI-2,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-6,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-5,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-4,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-31,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-30,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-3,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-29,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-28,0
31346-past12mo_tech-998,31393-join_why-999,0
31346-past12mo_tech-998,31393-join_why-8,0
30160-Symptom_Inflamm-999,30153-Symptoms-2,0
30160-Symptom_Inflamm-999,30153-Symptoms-1,0
30160-Symptom_Inflamm-999,30150-flu_tst_symptoms-9,0
30160-Symptom_Inflamm-999,30150-flu_tst_symptoms-8,0
30160-Symptom_Inflamm-999,30150-flu_tst_symptoms-7,0
30160-Symptom_Inflamm-999,30150-flu_tst_symptoms-6,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-12,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-11,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-10,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-1,0
30160-Symptom_Inflamm-999,30138-COVID_Why-999,0
31346-past12mo_tech-998,32596-Symptoms_Ill_9,0
31346-past12mo_tech-998,32591-Symptoms_Ill_4,0
31346-past12mo_tech-998,32589-Symptoms_Ill_2,0
30160-Symptom_Inflamm-999,30150-flu_tst_symptoms-1,0
30160-Symptom_Inflamm-999,30147-flu_why-999,0
30160-Symptom_Inflamm-999,30147-flu_why-3,0
30160-Symptom_Inflamm-999,30147-flu_why-1,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-998,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-9,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-8,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-7,0
30160-Symptom_Inflamm-999,30103-conditionsrisks-3,0
30160-Symptom_Inflamm-999,30103-conditionsrisks-23,0
30160-Symptom_Inflamm-999,30103-conditionsrisks-22,0
31346-past12mo_tech-998,32609-Symptoms_Ill_22,0
31346-past12mo_tech-998,32607-Symptoms_Ill_20,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-26,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-25,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-23,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-21,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-19,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-18,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-17,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-16,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-15,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-14,0
30160-Symptom_Inflamm-999,30141-covid_tst_symptoms-13,0
31346-past12mo_tech-999,30103-conditionsrisks-10,0
31346-past12mo_tech-998,bin_30123-ColorBlind,0
31346-past12mo_tech-998,bin_30118-Blind,0
31346-past12mo_tech-998,32618-Symptoms_Ill_999,0
31346-past12mo_tech-998,32616-Symptoms_Ill_29,0
31346-past12mo_tech-998,32615-Symptoms_Ill_28,0
30160-Symptom_Inflamm-999,30138-COVID_Why-5,0
30160-Symptom_Inflamm-999,30138-COVID_Why-4,0
30160-Symptom_Inflamm-999,30138-COVID_Why-3,0
30160-Symptom_Inflamm-999,30138-COVID_Why-1,0
30160-Symptom_Inflamm-999,30103-conditionsrisks-9,0
30160-Symptom_Inflamm-999,30103-conditionsrisks-8,0
30160-Symptom_Inflamm-999,30103-conditionsrisks-7,0
30160-Symptom_Inflamm-999,30103-conditionsrisks-6,0
30160-Symptom_Inflamm-999,30103-conditionsrisks-5,0
30160-Symptom_Inflamm-999,30103-conditionsrisks-4,0
30160-Symptom_Inflamm-999,30103-conditionsrisks-17,0
30160-Symptom_Inflamm-999,30103-conditionsrisks-16,0
30160-Symptom_Inflamm-999,30103-conditionsrisks-15,0
30160-Symptom_Inflamm-999,30103-conditionsrisks-14,0
30160-Symptom_Inflamm-999,30103-conditionsrisks-13,0
30160-Symptom_Inflamm-999,30103-conditionsrisks-10,0
30160-Symptom_Inflamm-5,bin_30121-Dressing,0
31346-past12mo_tech-999,30103-conditionsrisks-6,0
31346-past12mo_tech-999,30103-conditionsrisks-4,0
31346-past12mo_tech-999,30103-conditionsrisks-23,0
31346-past12mo_tech-999,30103-conditionsrisks-22,0
31346-past12mo_tech-999,30103-conditionsrisks-19,0
31346-past12mo_tech-999,30103-conditionsrisks-17,0
31346-past12mo_tech-999,30103-conditionsrisks-16,0
31346-past12mo_tech-999,30103-conditionsrisks-15,0
31346-past12mo_tech-999,30103-conditionsrisks-13,0
30160-Symptom_Inflamm-5,bin_30117-Deaf,0
30160-Symptom_Inflamm-5,32618-Symptoms_Ill_999,0
30160-Symptom_Inflamm-5,32614-Symptoms_Ill_27,0
30160-Symptom_Inflamm-5,32609-Symptoms_Ill_22,0
30160-Symptom_Inflamm-5,32607-Symptoms_Ill_20,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-14,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-13,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-12,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-1,0
31346-past12mo_tech-999,30138-COVID_Why-5,0
31346-past12mo_tech-999,30138-COVID_Why-4,0
31346-past12mo_tech-999,30103-conditionsrisks-9,0
31346-past12mo_tech-999,30103-conditionsrisks-8,0
31346-past12mo_tech-999,30103-conditionsrisks-7,0
30160-Symptom_Inflamm-999,30103-conditionsrisks-2,0
30160-Symptom_Inflamm-999,30103-conditionsrisks-19,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-7,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-31,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-30,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-3,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-29,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-28,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-26,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-25,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-23,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-21,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-19,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-18,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-17,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-16,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-15,0
30160-Symptom_Inflamm-5,32606-Symptoms_Ill_19,0
30160-Symptom_Inflamm-5,31405-skipped_why-3,0
30160-Symptom_Inflamm-5,31405-skipped_why-2,0
30160-Symptom_Inflamm-5,31396-join_hear-999,0
30160-Symptom_Inflamm-5,31396-join_hear-4,0
31346-past12mo_tech-999,30150-flu_tst_symptoms-23,0
31346-past12mo_tech-999,30150-flu_tst_symptoms-21,0
31346-past12mo_tech-999,30150-flu_tst_symptoms-16,0
31346-past12mo_tech-999,30150-flu_tst_symptoms-15,0
31346-past12mo_tech-999,30150-flu_tst_symptoms-13,0
31346-past12mo_tech-999,30150-flu_tst_symptoms-12,0
31346-past12mo_tech-999,30150-flu_tst_symptoms-10,0
31346-past12mo_tech-999,30150-flu_tst_symptoms-1,0
31346-past12mo_tech-999,30147-flu_why-999,0
31346-past12mo_tech-999,30147-flu_why-3,0
31346-past12mo_tech-999,30147-flu_why-1,0
31346-past12mo_tech-999,30141-covid_tst_symptoms-998,0
30160-Symptom_Inflamm-5,31393-join_why-8,0
30160-Symptom_Inflamm-5,31386-covid_results-5,0
30160-Symptom_Inflamm-5,31386-covid_results-4,0
30160-Symptom_Inflamm-5,31386-covid_results-3,0
31346-past12mo_tech-999,30154-Symptoms_Resp-2,0
31346-past12mo_tech-999,30153-Symptoms-5,0
31346-past12mo_tech-999,30153-Symptoms-4,0
31346-past12mo_tech-999,30150-flu_tst_symptoms-9,0
31346-past12mo_tech-999,30150-flu_tst_symptoms-8,0
31346-past12mo_tech-999,30150-flu_tst_symptoms-7,0
31346-past12mo_tech-999,30150-flu_tst_symptoms-6,0
31346-past12mo_tech-999,30150-flu_tst_symptoms-5,0
31346-past12mo_tech-999,30150-flu_tst_symptoms-30,0
31346-past12mo_tech-999,30150-flu_tst_symptoms-3,0
30160-Symptom_Inflamm-5,32589-Symptoms_Ill_2,0
30160-Symptom_Inflamm-5,31405-skipped_why-5,0
31346-past12mo_tech-999,30158-Symtpom_Neuro-4,0
31346-past12mo_tech-999,30158-Symtpom_Neuro-3,0
31346-past12mo_tech-999,30156-Symptom_GI-5,0
31346-past12mo_tech-999,30156-Symptom_GI-4,0
31346-past12mo_tech-999,30156-Symptom_GI-2,0
31346-past12mo_tech-999,30154-Symptoms_Resp-5,0
31346-past12mo_tech-999,30154-Symptoms_Resp-21,0
30160-Symptom_Inflamm-5,30183-states_specify-999,0
30160-Symptom_Inflamm-5,30183-states_specify-9,0
30160-Symptom_Inflamm-5,30183-states_specify-52,0
30160-Symptom_Inflamm-5,30183-states_specify-50,0
30160-Symptom_Inflamm-5,31350-healthdevice_type-999,0
30160-Symptom_Inflamm-5,31350-healthdevice_type-6,0
30160-Symptom_Inflamm-5,31350-healthdevice_type-5,0
30160-Symptom_Inflamm-5,31350-healthdevice_type-3,0
30160-Symptom_Inflamm-5,31393-join_why-999,0
31346-past12mo_tech-999,30183-states_specify-24,0
31346-past12mo_tech-999,30183-states_specify-23,0
31346-past12mo_tech-999,30183-states_specify-21,0
31346-past12mo_tech-999,30183-states_specify-20,0
31346-past12mo_tech-999,30183-states_specify-19,0
31346-past12mo_tech-999,30183-states_specify-14,0
31346-past12mo_tech-999,30183-states_specify-11,0
31346-past12mo_tech-999,30166-Prev_exposure-3,0
31346-past12mo_tech-999,30160-Symptom_Inflamm-4,0
31346-past12mo_tech-999,30160-Symptom_Inflamm-3,0
31346-past12mo_tech-999,30160-Symptom_Inflamm-2,0
31346-past12mo_tech-999,30158-Symtpom_Neuro-9,0
31346-past12mo_tech-999,30158-Symtpom_Neuro-8,0
31346-past12mo_tech-999,30158-Symtpom_Neuro-7,0
31346-past12mo_tech-999,30158-Symtpom_Neuro-6,0
31346-past12mo_tech-999,30158-Symtpom_Neuro-5,0
30160-Symptom_Inflamm-5,30183-states_specify-41,0
30160-Symptom_Inflamm-5,30183-states_specify-40,0
30160-Symptom_Inflamm-5,30183-states_specify-34,0
30160-Symptom_Inflamm-5,30183-states_specify-3,0
30160-Symptom_Inflamm-5,30183-states_specify-27,0
30160-Symptom_Inflamm-5,30183-states_specify-24,0
30160-Symptom_Inflamm-5,30183-states_specify-23,0
30160-Symptom_Inflamm-5,30183-states_specify-21,0
30160-Symptom_Inflamm-5,30183-states_specify-20,0
31346-past12mo_tech-999,30183-states_specify-38,0
31346-past12mo_tech-999,30183-states_specify-34,0
31346-past12mo_tech-999,30183-states_specify-33,0
31346-past12mo_tech-999,30183-states_specify-3,0
31346-past12mo_tech-999,30183-states_specify-28,0
31346-past12mo_tech-999,30183-states_specify-27,0
31346-past12mo_tech-999,30183-states_specify-25,0
31346-past12mo_tech-999,31346-past12mo_tech-2,0
31346-past12mo_tech-999,31346-past12mo_tech-1,0
31346-past12mo_tech-999,31344-devices_own-5,0
31346-past12mo_tech-999,31344-devices_own-2,0
31346-past12mo_tech-999,30183-states_specify-999,0
31346-past12mo_tech-999,30183-states_specify-9,0
31346-past12mo_tech-999,30183-states_specify-6,0
31346-past12mo_tech-999,30183-states_specify-52,0
31346-past12mo_tech-999,30183-states_specify-50,0
31346-past12mo_tech-999,30183-states_specify-45,0
31346-past12mo_tech-999,30183-states_specify-42,0
31346-past12mo_tech-999,30183-states_specify-41,0
31346-past12mo_tech-999,30183-states_specify-40,0
31346-past12mo_tech-999,30183-states_specify-39,0
30160-Symptom_Inflamm-5,30183-states_specify-45,0
30160-Symptom_Inflamm-5,30183-states_specify-42,0
30160-Symptom_Inflamm-5,30160-Symptom_Inflamm-1,0
30160-Symptom_Inflamm-5,30158-Symtpom_Neuro-999,0
31346-past12mo_tech-999,31356-past12_recommended-2,0
31346-past12mo_tech-999,31356-past12_recommended-1,0
31346-past12mo_tech-999,31350-healthdevice_type-999,0
31346-past12mo_tech-999,31350-healthdevice_type-6,0
31346-past12mo_tech-999,31350-healthdevice_type-5,0
31346-past12mo_tech-999,31350-healthdevice_type-4,0
31346-past12mo_tech-999,31350-healthdevice_type-3,0
31346-past12mo_tech-999,31350-healthdevice_type-2,0
31346-past12mo_tech-999,31350-healthdevice_type-1,0
31346-past12mo_tech-999,31346-past12mo_tech-998,0
31346-past12mo_tech-999,31346-past12mo_tech-6,0
31346-past12mo_tech-999,31346-past12mo_tech-5,0
31346-past12mo_tech-999,31346-past12mo_tech-4,0
